mainInfo,docsLink,flats
"{""id"":""ID дома: p-14922"",""name"":""Жилой комплекс \""Столица\""  Блок 3"",""address"":""Адрес: Респ Бурятия  г Улан-Удэ  улица Ключевская  д. 90  блок-секц. 3"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4952"",""groupOfCompany"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9/5746"",""enterExplotation"":""III кв. 2022"",""cadastrNum"":""03:24:31802:2220"",""floorsNum"":""13"",""livingRoom"":""44"",""livingArea"":""2 397"",""unlivingRoom"":""2"",""unlivingArea"":""685"",""parkPlaces"":""-"",""parkArea"":""-""}",https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/api/object/problem/14922/documentation/download?tab=projectDeclarations&tab=permits&tab=projectDocumentation&tab=developerReport,"{""oneRoomFlatQnt"":""33 квартиры"",""twoRoomFlatQnt"":""—"",""threeRoomFlatQnt"":""11 квартир"",""fourPlusRoomFlatQnt"":""—"",""entranceQnt"":""1"",""averFlatQntPerFloor"":""4"",""leavingFirstFloor"":""—""}"
"{""id"":""ID дома: p-115821"",""name"":""Корпус Б"",""address"":""Адрес: обл Московская  Щелковский  г Щелково  улица Ленина  корп. Б  Московская область  г.Щелково  ул.Ленина"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4654"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:14:0000000:106849"",""floorsNum"":""9"",""livingRoom"":""160"",""livingArea"":""9 963"",""unlivingRoom"":""15"",""unlivingArea"":""1 234"",""parkPlaces"":""-"",""parkArea"":""-""}",https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/api/object/problem/115821/documentation/download?tab=projectDeclarations&tab=permits&tab=projectDocumentation&tab=developerReport,"{""oneRoomFlatQnt"":""64 квартиры"",""twoRoomFlatQnt"":""88 квартир"",""threeRoomFlatQnt"":""8 квартир"",""fourPlusRoomFlatQnt"":""—"",""entranceQnt"":""5"",""averFlatQntPerFloor"":""4"",""leavingFirstFloor"":""—""}"
"{""id"":""ID дома: p-115823"",""name"":""Подземная парковка"",""address"":""Адрес: обл Московская  Щелковский  г Щелково  улица Ленина  корп. Подземная парковка  Московская область  г.Щелково  ул.Ленина"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4654"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:14:0000000:106849"",""floorsNum"":""1"",""livingRoom"":""-"",""livingArea"":""-"",""unlivingRoom"":""234"",""unlivingArea"":""2 925"",""parkPlaces"":""234"",""parkArea"":""-""}",https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/api/object/problem/115823/documentation/download?tab=projectDeclarations&tab=permits&tab=projectDocumentation&tab=developerReport,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-115822"",""name"":""Корпус В"",""address"":""Адрес: обл Московская  Щелковский  г Щелково  улица Ленина  корп. В  Московская область  г.Щелково  ул.Ленина"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4654"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:14:0000000:106849"",""floorsNum"":""9"",""livingRoom"":""96"",""livingArea"":""6 184"",""unlivingRoom"":""1"",""unlivingArea"":""735"",""parkPlaces"":""-"",""parkArea"":""-""}",https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/api/object/problem/115822/documentation/download?tab=projectDeclarations&tab=permits&tab=projectDocumentation&tab=developerReport,"{""oneRoomFlatQnt"":""32 квартиры"",""twoRoomFlatQnt"":""56 квартир"",""threeRoomFlatQnt"":""8 квартир"",""fourPlusRoomFlatQnt"":""—"",""entranceQnt"":""3"",""averFlatQntPerFloor"":""4"",""leavingFirstFloor"":""—""}"
"{""id"":""ID дома: p-115820"",""name"":""Корпус А"",""address"":""Адрес: обл Московская  Щелковский  г Щелково  улица Ленина  корп. А  Московская область  г.Щелково  ул.Ленина"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4654"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:14:0000000:106849"",""floorsNum"":""9"",""livingRoom"":""211"",""livingArea"":""13 203"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/api/object/problem/115820/documentation/download?tab=projectDeclarations&tab=permits&tab=projectDocumentation&tab=developerReport,"{""oneRoomFlatQnt"":""86 квартир"",""twoRoomFlatQnt"":""111 квартир"",""threeRoomFlatQnt"":""14 квартир"",""fourPlusRoomFlatQnt"":""—"",""entranceQnt"":""6"",""averFlatQntPerFloor"":""4"",""leavingFirstFloor"":""—""}"
"{""id"":""ID дома: p-116649"",""name"":""Жилой комплекс в с. Дядьково  Рязанского района  Рязанской области. Жилой дом №1"",""address"":""Адрес: Рязанская обл.  Рязанский р-н  с. Дядьково"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/10507"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""62:15:0050113:1774"",""floorsNum"":""10"",""livingRoom"":""260"",""livingArea"":""11 868"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-2159"",""name"":""Многоэтажный жилой дом со встроенными помещениями общественного назначения и подземной автостоянкой"",""address"":""Адрес: Новосибирская обл.  г. Новосибирск  Центральный р-н  ул. Журинская  стр. 37"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5202"",""groupOfCompany"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9/7297"",""enterExplotation"":""III кв. 2018"",""cadastrNum"":""54:35:101275:93"",""floorsNum"":""27"",""livingRoom"":""184"",""livingArea"":""15 737"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-12106"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: г. Москва  Новомосковский АО  г. Щербинка  ул. Овражная  д. 3"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/378"",""groupOfCompany"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9/8505"",""enterExplotation"":""III кв. 2019"",""cadastrNum"":""50:61:0020275:3"",""floorsNum"":""19"",""livingRoom"":""408"",""livingArea"":""22 083"",""unlivingRoom"":""4"",""unlivingArea"":""1 472"",""parkPlaces"":""-"",""parkArea"":""-""}",https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/api/object/problem/12106/documentation/download?tab=developerReport,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-17309"",""name"":""ЖК \""Восточный\"""",""address"":""Адрес: обл Московская  г Лобня  проезд Свободный  д. 3"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/6564"",""groupOfCompany"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9/6019"",""enterExplotation"":""IV кв. 2021"",""cadastrNum"":""50:12:0050305:94"",""floorsNum"":""-"",""livingRoom"":""402"",""livingArea"":""23 271"",""unlivingRoom"":""15"",""unlivingArea"":""2 312"",""parkPlaces"":""-"",""parkArea"":""-""}",https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/api/object/problem/17309/documentation/download?tab=projectDeclarations&tab=permits&tab=projectDocumentation&tab=developerReport,"{""oneRoomFlatQnt"":""168 квартир"",""twoRoomFlatQnt"":""202 квартиры"",""threeRoomFlatQnt"":""32 квартиры"",""fourPlusRoomFlatQnt"":""—"",""entranceQnt"":""7"",""averFlatQntPerFloor"":""4"",""leavingFirstFloor"":""—""}"
"{""id"":""ID дома: p-1714"",""name"":""14-этажный жилой дом поз. 57 со встроенными помещениями общественного назначения"",""address"":""Адрес: Брянская обл.  г. Брянск  Советский р-н  мкр. 5  позиция 57"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4799"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""32:28:0030509:3"",""floorsNum"":""14"",""livingRoom"":""215"",""livingArea"":""14 008"",""unlivingRoom"":""-"",""unlivingArea"":""788"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-41846"",""name"":""Дом литер 7 в пос. Цветы Башкирии Кировского района г Уфа"",""address"":""Адрес: Респ. Башкортостан  г. Уфа  Кировский р-н  п. Цветы Башкирии  секции В1 В2"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5428"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""02:55:000000:33528"",""floorsNum"":""3"",""livingRoom"":""24"",""livingArea"":""1 245"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-41816"",""name"":""Дом литер б в пос. Цветы Башкирии Кировского района г. Уфа"",""address"":""Адрес: Респ. Башкортостан  г. Уфа  Кировский р-н  п. Цветы Башкирии  секции Б7 Б8"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5428"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""02:55:000000:33528"",""floorsNum"":""3"",""livingRoom"":""24"",""livingArea"":""1 234"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-41888"",""name"":""Республика Башкортостан  Кировский район  город Уфа  поселок Цветы Башкирии  секция Б14"",""address"":""Адрес: Респ. Башкортостан  г. Уфа  Кировский р-н  п. Цветы Башкирии  секция Б14  Б15  Б16"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5428"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""02:55:000000:33528"",""floorsNum"":""3"",""livingRoom"":""36"",""livingArea"":""1 851"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-115617"",""name"":""Республика Башкортостан  город Уфа  Кировский район  поселок Цветы Башкирии  Секция Б1  Б2"",""address"":""Адрес: Респ. Башкортостан  г. Уфа  Кировский р-н  п. Цветы Башкирии  секция Б1  Б2"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5428"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""02:55:000000:33528"",""floorsNum"":""3"",""livingRoom"":""24"",""livingArea"":""1 234"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-41882"",""name"":""Дом литер 8 в пос. Цветы Башкирии Кировского района г Уфа"",""address"":""Адрес: Респ. Башкортостан  г. Уфа  Кировский р-н  п. Цветы Башкирии  секции Б9 Б10  Б11  Б12"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5428"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""02:55:000000:33528"",""floorsNum"":""3"",""livingRoom"":""48"",""livingArea"":""2 468"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-333"",""name"":""обл Омская  Омск  Ленинский  Московка-2  квартал \""Б\""   д. 8 стр."",""address"":""Адрес: обл Омская  Омск  Ленинский  Московка-2  квартал \""Б\""   д. 8 стр."",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/2378"",""groupOfCompany"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9/7388"",""enterExplotation"":""IV кв. 2019"",""cadastrNum"":""55:36:170110:3023"",""floorsNum"":""10"",""livingRoom"":""108"",""livingArea"":""5 849"",""unlivingRoom"":""1"",""unlivingArea"":""1 200"",""parkPlaces"":""-"",""parkArea"":""-""}",https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/api/object/problem/333/documentation/download?tab=projectDeclarations&tab=permits&tab=projectDocumentation&tab=developerReport&tab=other,"{""oneRoomFlatQnt"":""45 квартир"",""twoRoomFlatQnt"":""47 квартир"",""threeRoomFlatQnt"":""16 квартир"",""fourPlusRoomFlatQnt"":""—"",""entranceQnt"":""3"",""averFlatQntPerFloor"":""4"",""leavingFirstFloor"":""—""}"
"{""id"":""ID дома: p-15866"",""name"":""9-этажный 192-квартирный жилой дом с офисами  в границах земельного участка с кадастровым номером 56:38:0212009:23"",""address"":""Адрес: Оренбургская обл.  г. Бузулук  ул. Московская"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/6027"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""56:38:0212009:23"",""floorsNum"":""9"",""livingRoom"":""192"",""livingArea"":""9 132"",""unlivingRoom"":""-"",""unlivingArea"":""1 308"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-15598"",""name"":""Многоэтажный жилой дом № 8(стр.) по Рабочему проезду"",""address"":""Адрес: Московская обл.  г. Электросталь  пр-д Рабочий  д. 8"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5993"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:46:0060304:4"",""floorsNum"":""15"",""livingRoom"":""112"",""livingArea"":""6 763"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
