mainInfo,docsLink,flats
"{""id"":""ID дома: p-5886"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Тамбовская обл.  г. Тамбов  ул. Базарная  д. 126"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4556"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""68:29:0213023:331"",""floorsNum"":""18"",""livingRoom"":""105"",""livingArea"":""3 730"",""unlivingRoom"":""1"",""unlivingArea"":""522"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-15522"",""name"":""4-х этажный 24-квартирный жилой дом в г. Белоусово"",""address"":""Адрес: Калужская обл.  Жуковский р-н  г. Белоусово  ул. Московская  д. 103"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/8347"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""40:07:210109:10"",""floorsNum"":""4"",""livingRoom"":""24"",""livingArea"":""1 390"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-6897"",""name"":""Малоэтажные жилые дома - корпус № 1  корпус № 2"",""address"":""Адрес: Ленинрадская область  Выборгский район  МО \""Полянское сельское поселение\""  поселок Поляны  корпус №2"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4304"",""groupOfCompany"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9/6051"",""enterExplotation"":""IV кв. 2018"",""cadastrNum"":""47:01:1608001:461"",""floorsNum"":""3"",""livingRoom"":""136"",""livingArea"":""3 332"",""unlivingRoom"":""-"",""unlivingArea"":""1 014"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-9734"",""name"":""Малоэтажные жилые дома - корпус № 1  корпус № 2"",""address"":""Адрес: Ленинградская область  Выборгский район  МО \""Полянское сельское поселение\""  поселок Поляны  корпус №1"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4304"",""groupOfCompany"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9/6051"",""enterExplotation"":""IV кв. 2018"",""cadastrNum"":""47:01:1608001:461"",""floorsNum"":""3"",""livingRoom"":""136"",""livingArea"":""3 332"",""unlivingRoom"":""-"",""unlivingArea"":""1 014"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-5432"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Новосибирская обл.  г. Новосибирск  Дзержинский р-н  ул. Есенина  д. 67  блок-секции 1.7  1.8"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5768"",""groupOfCompany"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9/7374"",""enterExplotation"":""III кв. 2021"",""cadastrNum"":""54:35:015055:38"",""floorsNum"":""14"",""livingRoom"":""154"",""livingArea"":""6 485"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-8263"",""name"":""Медицинский городок дачное некоммерческое товарищество «Медицинский городок»"",""address"":""Адрес: Иркутская обл.  п. Изумрудный  участок №34"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/5699"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""38:06:011224:2858"",""floorsNum"":""3"",""livingRoom"":""30"",""livingArea"":""1 183"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-115840"",""name"":""Московская область  Чеховский район  деревня Прохорово  ЖК Шервудский лес  дом 43"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 43"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:109"",""floorsNum"":""3"",""livingRoom"":""6"",""livingArea"":""786"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-41776"",""name"":""Чехов г.о.  с.п. Любучанское  д.Прохорово  ЖК \\\""Шервудский лес\\\""  д. 27"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 27"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:67"",""floorsNum"":""3"",""livingRoom"":""6"",""livingArea"":""553"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-10037"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 51"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:0110"",""floorsNum"":""3"",""livingRoom"":""27"",""livingArea"":""1 385"",""unlivingRoom"":""-"",""unlivingArea"":""1"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-41780"",""name"":""Чехов г.о.  с.п. Любучанское  д.Прохорово  ЖК \\\""Шервудский лес\\\""  д. 39"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 39"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:107"",""floorsNum"":""3"",""livingRoom"":""10"",""livingArea"":""786"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-3331"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 59"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:273"",""floorsNum"":""3"",""livingRoom"":""27"",""livingArea"":""1 385"",""unlivingRoom"":""-"",""unlivingArea"":""1"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-6362"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 62"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:277"",""floorsNum"":""3"",""livingRoom"":""27"",""livingArea"":""1 385"",""unlivingRoom"":""-"",""unlivingArea"":""1"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-9566"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 6"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:50"",""floorsNum"":""3"",""livingRoom"":""6"",""livingArea"":""698"",""unlivingRoom"":""-"",""unlivingArea"":""1"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-6200"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 53"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:112"",""floorsNum"":""3"",""livingRoom"":""27"",""livingArea"":""1 385"",""unlivingRoom"":""-"",""unlivingArea"":""1"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-7641"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 61"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:297"",""floorsNum"":""3"",""livingRoom"":""27"",""livingArea"":""1 385"",""unlivingRoom"":""-"",""unlivingArea"":""1"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-116438"",""name"":""Многоквартирный жилой дом  ЖК Шервудский лес"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 3"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:78"",""floorsNum"":""3"",""livingRoom"":""6"",""livingArea"":""553"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-117442"",""name"":""ЖК Шервудский лес"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 69"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:116"",""floorsNum"":""3"",""livingRoom"":""6"",""livingArea"":""894"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-115932"",""name"":""Московская область  Чеховский район  деревня Прохорово  ЖК Шервудский лес  дом 29"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 29"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:95"",""floorsNum"":""2"",""livingRoom"":""6"",""livingArea"":""553"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-41774"",""name"":""Чехов г.о.  с.п. Любучанское  д.Прохорово  ЖК \\\""Шервудский лес\\\""  д. 1"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 1"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:50"",""floorsNum"":""3"",""livingRoom"":""6"",""livingArea"":""553"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-41767"",""name"":""Чехов г.о.  с.п. Любучанское  д.Прохорово  ЖК \\\""Шервудский лес\\\""  д. 32"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 32"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:68"",""floorsNum"":""3"",""livingRoom"":""6"",""livingArea"":""535"",""unlivingRoom"":""-"",""unlivingArea"":""-"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
"{""id"":""ID дома: p-2764"",""name"":""многоквартирный жилой дом"",""address"":""Адрес: Московская обл.  Чеховский р-н  д. Прохорово  д. 56"",""developer"":""https://xn--80az8a.xn--d1aqf.xn--p1ai/%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA%D0%BE%D0%B2/%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%89%D0%B8%D0%BA/4931"",""groupOfCompany"":null,""enterExplotation"":null,""cadastrNum"":""50:31:0030245:292"",""floorsNum"":""3"",""livingRoom"":""27"",""livingArea"":""1 385"",""unlivingRoom"":""-"",""unlivingArea"":""1"",""parkPlaces"":""-"",""parkArea"":""-""}",,"{""oneRoomFlatQnt"":null,""twoRoomFlatQnt"":null,""threeRoomFlatQnt"":null,""fourPlusRoomFlatQnt"":null,""entranceQnt"":null,""averFlatQntPerFloor"":null,""leavingFirstFloor"":null}"
